# LowerBound(He)	Median(He)	UpperBound(He)	LowerBound(H)	Median(H)	UpperBound(H)
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
0.04474439350457562 0.07898435267564363 0.19805610086053782 0.07507593381220327 0.20836831648912973 0.348268622605779
